Property_Name,Location,Property_Type,Price_INR,Area_sqft,BHK,Bathrooms,Listing_URL,City
Premium 2 BHK in AB Road,Super Corridor,Apartment,6600000.0,2324.0,1,1.0,https://www.sample-realestate.com/indore-property/145,Indore
Premium 4 BHK in Sudama Nagar,Vijay Nagar,Apartment,7800000.0,1723.0,3,3.0,https://www.sample-realestate.com/indore-property/146,Indore
Premium 5 BHK in LIG Colony,Super Corridor,Independent House,11700000.0,,2,2.0,https://www.sample-realestate.com/indore-property/147,Indore
Premium 2 BHK in Sudama Nagar,Nipania,Apartment,12400000.0,2108.0,4,5.0,https://www.sample-realestate.com/indore-property/148,Indore
Premium 1 BHK in Nipania,Bypass Road,Apartment,14500000.0,2495.0,3,3.0,https://www.sample-realestate.com/indore-property/149,Indore
Premium 2 BHK in Nipania,AB Road,Apartment,2300000.0,2622.0,2,3.0,https://www.sample-realestate.com/indore-property/150,Indore
Premium 1 BHK in Bypass Road,Nipania,Apartment,14600000.0,2571.0,2,3.0,https://www.sample-realestate.com/indore-property/151,Indore
Premium 2 BHK in Rau,Nipania,Apartment,4300000.0,1485.0,4,4.0,https://www.sample-realestate.com/indore-property/152,Indore
Premium 4 BHK in Bhawarkua,Bypass Road,Apartment,14000000.0,,2,1.0,https://www.sample-realestate.com/indore-property/153,Indore
Premium 3 BHK in Vijay Nagar,LIG Colony,Apartment,6900000.0,1634.0,2,3.0,https://www.sample-realestate.com/indore-property/154,Indore
Premium 3 BHK in Vijay Nagar,Vijay Nagar,Apartment,5700000.0,,1,1.0,https://www.sample-realestate.com/indore-property/155,Indore
Premium 3 BHK in LIG Colony,Palasia,Apartment,9500000.0,2955.0,2,3.0,https://www.sample-realestate.com/indore-property/156,Indore
Premium 2 BHK in Vijay Nagar,LIG Colony,Apartment,2400000.0,700.0,2,3.0,https://www.sample-realestate.com/indore-property/157,Indore
Premium 4 BHK in Super Corridor,Bhawarkua,Apartment,14800000.0,1563.0,2,2.0,https://www.sample-realestate.com/indore-property/158,Indore
Premium 4 BHK in LIG Colony,Nipania,Apartment,2200000.0,2865.0,1,1.0,https://www.sample-realestate.com/indore-property/159,Indore
Premium 1 BHK in AB Road,AB Road,Apartment,11100000.0,,2,2.0,https://www.sample-realestate.com/indore-property/160,Indore
Premium 4 BHK in Rau,AB Road,Apartment,9300000.0,1624.0,4,4.0,https://www.sample-realestate.com/indore-property/161,Indore
Premium 1 BHK in LIG Colony,Vijay Nagar,Apartment,10100000.0,1192.0,2,2.0,https://www.sample-realestate.com/indore-property/162,Indore
Premium 1 BHK in Bypass Road,Bhawarkua,Apartment,10400000.0,501.0,2,2.0,https://www.sample-realestate.com/indore-property/163,Indore
Premium 4 BHK in Palasia,AB Road,Apartment,7200000.0,1988.0,3,2.0,https://www.sample-realestate.com/indore-property/164,Indore
Premium 1 BHK in Palasia,Bypass Road,Apartment,7100000.0,879.0,2,2.0,https://www.sample-realestate.com/indore-property/165,Indore
Premium 4 BHK in Vijay Nagar,Super Corridor,Independent House,13500000.0,1274.0,3,3.0,https://www.sample-realestate.com/indore-property/166,Indore
Premium 5 BHK in Bypass Road,LIG Colony,Apartment,14300000.0,1524.0,1,1.0,https://www.sample-realestate.com/indore-property/167,Indore
Premium 5 BHK in Super Corridor,Super Corridor,Villa,5200000.0,1290.0,2,2.0,https://www.sample-realestate.com/indore-property/168,Indore
Premium 4 BHK in AB Road,LIG Colony,Apartment,11300000.0,,2,2.0,https://www.sample-realestate.com/indore-property/169,Indore
Premium 2 BHK in Bypass Road,Rau,Apartment,5700000.0,2212.0,3,3.0,https://www.sample-realestate.com/indore-property/170,Indore
Premium 1 BHK in Super Corridor,AB Road,Apartment,14200000.0,1731.0,2,2.0,https://www.sample-realestate.com/indore-property/171,Indore
Premium 5 BHK in Palasia,Palasia,Independent House,7800000.0,1865.0,2,2.0,https://www.sample-realestate.com/indore-property/172,Indore
Premium 5 BHK in Bypass Road,Bypass Road,Studio,11700000.0,2663.0,2,3.0,https://www.sample-realestate.com/indore-property/173,Indore
Premium 1 BHK in Rau,Sudama Nagar,Apartment,5100000.0,2372.0,2,2.0,https://www.sample-realestate.com/indore-property/174,Indore
Premium 1 BHK in LIG Colony,Bypass Road,Apartment,13300000.0,1121.0,1,1.0,https://www.sample-realestate.com/indore-property/175,Indore
Premium 2 BHK in Bhawarkua,Rau,Independent House,7000000.0,1131.0,4,4.0,https://www.sample-realestate.com/indore-property/176,Indore
Premium 1 BHK in Vijay Nagar,Bhawarkua,Independent House,9000000.0,1744.0,2,2.0,https://www.sample-realestate.com/indore-property/177,Indore
Premium 2 BHK in Super Corridor,LIG Colony,Apartment,13100000.0,1493.0,2,2.0,https://www.sample-realestate.com/indore-property/178,Indore
Premium 5 BHK in AB Road,Palasia,Apartment,13200000.0,1163.0,1,1.0,https://www.sample-realestate.com/indore-property/179,Indore
Premium 4 BHK in AB Road,Sudama Nagar,Apartment,9200000.0,1340.0,1,1.0,https://www.sample-realestate.com/indore-property/180,Indore
Premium 3 BHK in Bhawarkua,Bhawarkua,Apartment,9900000.0,1048.0,1,2.0,https://www.sample-realestate.com/indore-property/181,Indore
Premium 3 BHK in LIG Colony,Sudama Nagar,Apartment,12400000.0,1477.0,1,1.0,https://www.sample-realestate.com/indore-property/182,Indore
Premium 4 BHK in Palasia,AB Road,Villa,5700000.0,,3,2.0,https://www.sample-realestate.com/indore-property/183,Indore
Premium 4 BHK in Super Corridor,Sudama Nagar,Independent House,8300000.0,2997.0,2,2.0,https://www.sample-realestate.com/indore-property/184,Indore
Premium 4 BHK in Sudama Nagar,Vijay Nagar,Apartment,7200000.0,558.0,2,2.0,https://www.sample-realestate.com/indore-property/185,Indore
Premium 3 BHK in Nipania,Nipania,Apartment,5900000.0,1776.0,1,1.0,https://www.sample-realestate.com/indore-property/186,Indore
Premium 2 BHK in Super Corridor,Bhawarkua,Apartment,9900000.0,1669.0,3,3.0,https://www.sample-realestate.com/indore-property/187,Indore
Premium 1 BHK in Vijay Nagar,Bhawarkua,Apartment,4300000.0,1473.0,1,1.0,https://www.sample-realestate.com/indore-property/188,Indore
Premium 3 BHK in Nipania,Super Corridor,Studio,6400000.0,854.0,1,1.0,https://www.sample-realestate.com/indore-property/189,Indore
Premium 3 BHK in Super Corridor,LIG Colony,Apartment,12300000.0,618.0,1,1.0,https://www.sample-realestate.com/indore-property/190,Indore
Premium 4 BHK in Bhawarkua,AB Road,Independent House,12600000.0,2975.0,3,4.0,https://www.sample-realestate.com/indore-property/191,Indore
Premium 2 BHK in LIG Colony,AB Road,Apartment,10500000.0,2468.0,1,2.0,https://www.sample-realestate.com/indore-property/192,Indore
Premium 2 BHK in Rau,Vijay Nagar,Apartment,13600000.0,1600.0,2,2.0,https://www.sample-realestate.com/indore-property/193,Indore
Premium 5 BHK in LIG Colony,Vijay Nagar,Apartment,2600000.0,2178.0,2,2.0,https://www.sample-realestate.com/indore-property/194,Indore
Premium 5 BHK in LIG Colony,Super Corridor,Villa,4600000.0,1244.0,1,,https://www.sample-realestate.com/indore-property/195,Indore
Premium 1 BHK in Vijay Nagar,Nipania,Villa,13800000.0,1592.0,2,3.0,https://www.sample-realestate.com/indore-property/196,Indore
Premium 3 BHK in LIG Colony,LIG Colony,Apartment,9700000.0,2627.0,3,2.0,https://www.sample-realestate.com/indore-property/197,Indore
Premium 5 BHK in Nipania,Palasia,Apartment,13900000.0,1939.0,2,2.0,https://www.sample-realestate.com/indore-property/198,Indore
Premium 4 BHK in LIG Colony,Bypass Road,Apartment,6100000.0,1772.0,2,1.0,https://www.sample-realestate.com/indore-property/199,Indore
